electricity_pricing,electricity_pricing_predicted_6h,electricity_pricing_predicted_12h,electricity_pricing_predicted_24h
0.08598,0.1004,1e-05,0.03083
0.0855,0.10938,0.0,0.025
0.0855,0.08902,0.0,0.01039
0.08247,0.057,0.0,0.005
0.07982,0.03999,0.00044,0.00469
0.0862,0.002,0.045,0.01039
0.1004,1e-05,0.08523,0.01039
0.10938,0.0,0.09518,0.01039
0.08902,0.0,0.08247,0.01039
0.057,0.0,0.0778,0.00332
0.03999,0.00044,0.067,1e-05
0.002,0.045,0.0474,0.0
1e-05,0.08523,0.03083,-1e-05
0.0,0.09518,0.025,-1e-05
0.0,0.08247,0.01039,-1e-05
0.0,0.0778,0.005,0.0
0.00044,0.067,0.00469,0.00044
0.045,0.0474,0.01039,0.01776
0.08523,0.03083,0.01039,0.05903
0.09518,0.025,0.01039,0.07805
0.08247,0.01039,0.01039,0.08523
0.0778,0.005,0.00332,0.0635
0.067,0.00469,1e-05,0.0549
0.0474,0.01039,0.0,0.06508
0.03083,0.01039,-1e-05,0.04634
0.025,0.01039,-1e-05,0.04
0.01039,0.01039,-1e-05,0.0301
0.005,0.00332,0.0,0.02997
0.00469,1e-05,0.00044,0.0301
0.01039,0.0,0.01776,0.05202
0.01039,-1e-05,0.05903,0.0845
0.01039,-1e-05,0.07805,0.10832
0.01039,-1e-05,0.08523,0.09175
0.00332,0.0,0.0635,0.06598
1e-05,0.00044,0.0549,0.05601
0.0,0.01776,0.06508,0.04471
-1e-05,0.05903,0.04634,0.0301
-1e-05,0.07805,0.04,0.02708
-1e-05,0.08523,0.0301,0.02683
0.0,0.0635,0.02997,0.03025
0.00044,0.0549,0.0301,0.05024
0.01776,0.06508,0.05202,0.068
0.05903,0.04634,0.0845,0.07361
0.07805,0.04,0.10832,0.08501
0.08523,0.0301,0.09175,0.06773
0.0635,0.02997,0.06598,0.0658
0.0549,0.0301,0.05601,0.06139
0.06508,0.05202,0.04471,0.0331
0.04634,0.0845,0.0301,0.02435
0.04,0.10832,0.02708,0.01957
0.0301,0.09175,0.02683,0.007
0.02997,0.06598,0.03025,0.0049
0.0301,0.05601,0.05024,0.02154
0.05202,0.04471,0.068,0.03958
0.0845,0.0301,0.07361,0.05298
0.10832,0.02708,0.08501,0.07771
0.09175,0.02683,0.06773,0.04838
0.06598,0.03025,0.0658,0.0301
0.05601,0.05024,0.06139,0.00332
0.04471,0.068,0.0331,0.00332
0.0301,0.07361,0.02435,0.00097
0.02708,0.08501,0.01957,1e-05
0.02683,0.06773,0.007,0.0
0.03025,0.0658,0.0049,0.00051
0.05024,0.06139,0.02154,0.005
0.068,0.0331,0.03958,0.04838
0.07361,0.02435,0.05298,0.0799
0.08501,0.01957,0.07771,0.09
0.06773,0.007,0.04838,0.08319
0.0658,0.0049,0.0301,0.04608
0.06139,0.02154,0.00332,0.0331
0.0331,0.03958,0.00332,0.01986
0.02435,0.05298,0.00097,0.0036
0.01957,0.07771,1e-05,0.002
0.007,0.04838,0.0,0.00098
0.0049,0.0301,0.00051,0.00098
0.02154,0.00332,0.005,0.002
0.03958,0.00332,0.04838,0.01698
0.05298,0.00097,0.0799,0.04
0.07771,1e-05,0.09,0.0528
0.04838,0.0,0.08319,0.04759
0.0301,0.00051,0.04608,0.03506
0.00332,0.005,0.0331,0.0303
0.00332,0.04838,0.01986,0.0265
0.00097,0.0799,0.0036,0.02033
1e-05,0.09,0.002,0.006
0.0,0.08319,0.00098,0.00332
0.00051,0.04608,0.00098,0.00332
0.005,0.0331,0.002,0.00875
0.04838,0.01986,0.01698,0.0303
0.0799,0.0036,0.04,0.04
0.09,0.002,0.0528,0.0608
0.08319,0.00098,0.04759,0.04908
0.04608,0.00098,0.03506,0.04669
0.0331,0.002,0.0303,0.04113
0.01986,0.01698,0.0265,0.04008
0.0036,0.04,0.02033,0.04
0.002,0.0528,0.006,0.04
0.00098,0.04759,0.00332,0.04
0.00098,0.03506,0.00332,0.044
0.002,0.0303,0.00875,0.05501
0.01698,0.0265,0.0303,0.069
0.04,0.02033,0.04,0.09148
0.0528,0.006,0.0608,0.1088
0.04759,0.00332,0.04908,0.092
0.03506,0.00332,0.04669,0.069
0.0303,0.00875,0.04113,0.04029
0.0265,0.0303,0.04008,0.03983
0.02033,0.04,0.04,0.04008
0.006,0.0608,0.04,0.03983
0.00332,0.04908,0.04,0.0405
0.00332,0.04669,0.044,0.05526
0.00875,0.04113,0.05501,0.07178
0.0303,0.04008,0.069,0.1
0.04,0.04,0.09148,0.12922
0.0608,0.04,0.1088,0.18
0.04908,0.04,0.092,0.1734
0.04669,0.044,0.069,0.12
0.04113,0.05501,0.04029,0.1088
0.04008,0.069,0.03983,0.11103
0.04,0.09148,0.04008,0.099
0.04,0.1088,0.03983,0.092
0.04,0.092,0.0405,0.08871
0.044,0.069,0.05526,0.08472
0.05501,0.04029,0.07178,0.08137
0.069,0.03983,0.1,0.09995
0.09148,0.04008,0.12922,0.106
0.1088,0.03983,0.18,0.11104
0.092,0.0405,0.1734,0.11001
0.069,0.05526,0.12,0.09
0.04029,0.07178,0.1088,0.0799
0.03983,0.1,0.11103,0.0701
0.04008,0.12922,0.099,0.05811
0.03983,0.18,0.092,0.06195
0.0405,0.1734,0.08871,0.06695
0.05526,0.12,0.08472,0.07
0.07178,0.1088,0.08137,0.07135
0.1,0.11103,0.09995,0.08244
0.12922,0.099,0.106,0.1008
0.18,0.092,0.11104,0.10901
0.1734,0.08871,0.11001,0.09069
0.12,0.08472,0.09,0.08137
0.1088,0.08137,0.0799,0.08057
0.11103,0.09995,0.0701,0.06729
0.099,0.106,0.05811,0.05757
0.092,0.11104,0.06195,0.04796
0.08871,0.11001,0.06695,0.03891
0.08472,0.09,0.07,0.03891
0.08137,0.0799,0.07135,0.04263
0.09995,0.0701,0.08244,0.06021
0.106,0.05811,0.1008,0.061
0.11104,0.06195,0.10901,0.06297
0.11001,0.06695,0.09069,0.06708
0.09,0.07,0.08137,0.06931
0.0799,0.07135,0.08057,0.0725
0.0701,0.08244,0.06729,0.07
0.05811,0.1008,0.05757,0.06931
0.06195,0.10901,0.04796,0.06683
0.06695,0.09069,0.03891,0.053
0.07,0.08137,0.03891,0.053
0.07135,0.08057,0.04263,0.06708
0.08244,0.06729,0.06021,0.08465
0.1008,0.05757,0.061,0.09208
0.10901,0.04796,0.06297,0.11993
0.09069,0.03891,0.06708,0.1171
0.08137,0.03891,0.06931,0.10562
0.08057,0.04263,0.0725,0.09161
0.06729,0.06021,0.07,0.06978
0.05757,0.061,0.06931,0.06291
0.04796,0.06297,0.06683,0.057
0.03891,0.06708,0.053,0.05869
0.03891,0.06931,0.053,0.055
0.04263,0.0725,0.06708,0.06087
0.06021,0.07,0.08465,0.0551
0.061,0.06931,0.09208,0.06497
0.06297,0.06683,0.11993,0.06
0.06708,0.053,0.1171,0.0465
0.06931,0.053,0.10562,0.03506
0.0725,0.06708,0.09161,0.00699
0.07,0.08465,0.06978,0.00449
0.06931,0.09208,0.06291,0.00035
0.06683,0.11993,0.057,0.00035
0.053,0.1171,0.05869,0.00011
0.053,0.10562,0.055,0.0068
0.06708,0.09161,0.06087,0.03128
0.08465,0.06978,0.0551,0.06282
0.09208,0.06291,0.06497,0.09308
0.11993,0.057,0.06,0.11697
0.1171,0.05869,0.0465,0.12128
0.10562,0.055,0.03506,0.10278
0.09161,0.06087,0.00699,0.09356
0.06978,0.0551,0.00449,0.09398
0.06291,0.06497,0.00035,0.08523
0.057,0.06,0.00035,0.08575
0.05869,0.0465,0.00011,0.08383
0.055,0.03506,0.0068,0.08523
0.06087,0.00699,0.03128,0.09374
0.0551,0.00449,0.06282,0.102
0.06497,0.00035,0.09308,0.12286
0.06,0.00035,0.11697,0.155
0.0465,0.00011,0.12128,0.12286
0.03506,0.0068,0.10278,0.11154
0.00699,0.03128,0.09356,0.0925
0.00449,0.06282,0.09398,0.0857
0.00035,0.09308,0.08523,0.07842
0.00035,0.11697,0.08575,0.07416
0.00011,0.12128,0.08383,0.07307
0.0068,0.10278,0.08523,0.0712
0.03128,0.09356,0.09374,0.09746
0.06282,0.09398,0.102,0.12104
0.09308,0.08523,0.12286,0.16189
0.11697,0.08575,0.155,0.17861
0.12128,0.08383,0.12286,0.1289
0.10278,0.08523,0.11154,0.10024
0.09356,0.09374,0.0925,0.0948
0.09398,0.102,0.0857,0.08219
0.08523,0.12286,0.07842,0.07999
0.08575,0.155,0.07416,0.08
0.08383,0.12286,0.07307,0.07705
0.08523,0.11154,0.0712,0.06978
0.09374,0.0925,0.09746,0.072
0.102,0.0857,0.12104,0.072
0.12286,0.07842,0.16189,0.09136
0.155,0.07416,0.17861,0.12228
0.12286,0.07307,0.1289,0.11047
0.11154,0.0712,0.10024,0.09274
0.0925,0.09746,0.0948,0.08305
0.0857,0.12104,0.08219,0.08
0.07842,0.16189,0.07999,0.07992
0.07416,0.17861,0.08,0.07016
0.07307,0.1289,0.07705,0.0719
0.0712,0.10024,0.06978,0.08219
0.09746,0.0948,0.072,0.081
0.12104,0.08219,0.072,0.09008
0.16189,0.07999,0.09136,0.10501
0.17861,0.08,0.12228,0.12589
0.1289,0.07705,0.11047,0.10501
0.10024,0.06978,0.09274,0.09008
0.0948,0.072,0.08305,0.07926
0.08219,0.072,0.08,0.0545
0.07999,0.09136,0.07992,0.04751
0.08,0.12228,0.07016,0.045
0.07705,0.11047,0.0719,0.04032
0.06978,0.09274,0.08219,0.04
0.072,0.08305,0.081,0.04
0.072,0.08,0.09008,0.05284
0.09136,0.07992,0.10501,0.0499
0.12228,0.07016,0.12589,0.05955
0.11047,0.0719,0.10501,0.05429
0.09274,0.08219,0.09008,0.03
0.08305,0.081,0.07926,0.01416
0.08,0.09008,0.0545,0.00409
0.07992,0.10501,0.04751,0.00332
0.07016,0.12589,0.045,0.004
0.0719,0.10501,0.04032,0.01418
0.08219,0.09008,0.04,0.03084
0.081,0.07926,0.04,0.05181
0.09008,0.0545,0.05284,0.07574
0.10501,0.04751,0.0499,0.08391
0.12589,0.045,0.05955,0.11208
0.10501,0.04032,0.05429,0.10501
0.09008,0.04,0.03,0.0833
0.07926,0.04,0.01416,0.07574
0.0545,0.05284,0.00409,0.0848
0.04751,0.0499,0.00332,0.0765
0.045,0.05955,0.004,0.07012
0.04032,0.05429,0.01418,0.07
0.04,0.03,0.03084,0.06
0.04,0.01416,0.05181,0.05408
0.05284,0.00409,0.07574,0.06338
0.0499,0.00332,0.08391,0.08434
0.05955,0.004,0.11208,0.08393
0.05429,0.01418,0.10501,0.08227
0.03,0.03084,0.0833,0.055
0.01416,0.05181,0.07574,0.007
0.00409,0.07574,0.0848,0.00332
0.00332,0.08391,0.0765,0.00332
0.004,0.11208,0.07012,0.00151
0.01418,0.10501,0.07,0.00044
0.03084,0.0833,0.06,0.00044
0.05181,0.07574,0.05408,0.00332
0.07574,0.0848,0.06338,0.04997
0.08391,0.0765,0.08434,0.08227
0.11208,0.07012,0.08393,0.08227
0.10501,0.07,0.08227,0.07259
0.0833,0.06,0.055,0.07108
0.07574,0.05408,0.007,0.06806
0.0848,0.06338,0.00332,0.0501
0.0765,0.08434,0.00332,0.04562
0.07012,0.08393,0.00151,0.03806
0.07,0.08227,0.00044,0.0303
0.06,0.055,0.00044,0.05121
0.05408,0.007,0.00332,0.05121
0.06338,0.00332,0.04997,0.05784
0.08434,0.00332,0.08227,0.075
0.08393,0.00151,0.08227,0.0995
0.08227,0.00044,0.07259,0.075
0.055,0.00044,0.07108,0.0545
0.007,0.00332,0.06806,0.05408
0.00332,0.04997,0.0501,0.05408
0.00332,0.08227,0.04562,0.05383
0.00151,0.08227,0.03806,0.05121
0.00044,0.07259,0.0303,0.04669
0.00044,0.07108,0.05121,0.04613
0.00332,0.06806,0.05121,0.05121
0.04997,0.0501,0.05784,0.08189
0.08227,0.04562,0.075,0.10956
0.08227,0.03806,0.0995,0.10325
0.07259,0.0303,0.075,0.09389
0.07108,0.05121,0.0545,0.0812
0.06806,0.05121,0.05408,0.07108
0.0501,0.05784,0.05408,0.065
0.04562,0.075,0.05383,0.06214
0.03806,0.0995,0.05121,0.05121
0.0303,0.075,0.04669,0.05047
0.05121,0.0545,0.04613,0.05047
0.05121,0.05408,0.05121,0.0475
0.05784,0.05408,0.08189,0.05478
0.075,0.05383,0.10956,0.0624
0.0995,0.05121,0.10325,0.07
0.075,0.04669,0.09389,0.06453
0.0545,0.04613,0.0812,0.04642
0.05408,0.05121,0.07108,0.035
0.05408,0.08189,0.065,0.03024
0.05383,0.10956,0.06214,0.01767
0.05121,0.10325,0.05121,0.01317
0.04669,0.09389,0.05047,0.00579
0.04613,0.0812,0.05047,0.00505
0.05121,0.07108,0.0475,0.02232
0.08189,0.065,0.05478,0.04413
0.10956,0.06214,0.0624,0.07
0.10325,0.05121,0.07,0.08288
0.09389,0.05047,0.06453,0.0915
0.0812,0.05047,0.04642,0.08018
0.07108,0.0475,0.035,0.07333
0.065,0.05478,0.03024,0.056
0.06214,0.0624,0.01767,0.05485
0.05121,0.07,0.01317,0.05485
0.05047,0.06453,0.00579,0.05485
0.05047,0.04642,0.00505,0.0546
0.0475,0.035,0.02232,0.0546
0.05478,0.03024,0.04413,0.05485
0.0624,0.01767,0.07,0.05485
0.07,0.01317,0.08288,0.05527
0.06453,0.00579,0.0915,0.05485
0.04642,0.00505,0.08018,0.0546
0.035,0.02232,0.07333,8e-05
0.03024,0.04413,0.056,0.00333
0.01767,0.07,0.05485,0.00333
0.01317,0.08288,0.05485,2e-05
0.00579,0.0915,0.05485,2e-05
0.00505,0.08018,0.0546,4e-05
0.02232,0.07333,0.0546,0.00864
0.04413,0.056,0.05485,0.06482
0.07,0.05485,0.05485,0.09987
0.08288,0.05485,0.05527,0.12501
0.0915,0.05485,0.05485,0.12589
0.08018,0.0546,0.0546,0.10023
0.07333,0.0546,8e-05,0.09556
0.056,0.05485,0.00333,0.092
0.05485,0.05485,0.00333,0.08523
0.05485,0.05527,2e-05,0.07461
0.05485,0.05485,2e-05,0.06841
0.0546,0.0546,4e-05,0.064
0.0546,8e-05,0.00864,0.07
0.05485,0.00333,0.06482,0.09071
0.05485,0.00333,0.09987,0.10501
0.05527,2e-05,0.12501,0.12589
0.05485,2e-05,0.12589,0.1039
0.0546,4e-05,0.10023,0.08877
8e-05,0.00864,0.09556,0.0815
0.00333,0.06482,0.092,0.07329
0.00333,0.09987,0.08523,0.069
2e-05,0.12501,0.07461,0.06704
2e-05,0.12589,0.06841,0.06788
4e-05,0.10023,0.064,0.07047
0.00864,0.09556,0.07,0.09022
0.06482,0.092,0.09071,0.10341
0.09987,0.08523,0.10501,0.1584
0.12501,0.07461,0.12589,0.181
0.12589,0.06841,0.1039,0.12639
0.10023,0.064,0.08877,0.10337
0.09556,0.07,0.0815,0.09556
0.092,0.09071,0.07329,0.08085
0.08523,0.10501,0.069,0.07
0.07461,0.12589,0.06704,0.06379
0.06841,0.1039,0.06788,0.0694
0.064,0.08877,0.07047,0.06
0.07,0.0815,0.09022,0.07
0.09071,0.07329,0.10341,0.07597
0.10501,0.069,0.1584,0.10217
0.12589,0.06704,0.181,0.12302
0.1039,0.06788,0.12639,0.1055
0.08877,0.07047,0.10337,0.09302
0.0815,0.09022,0.09556,0.0554
0.07329,0.10341,0.08085,0.05354
0.069,0.1584,0.07,0.05024
0.06704,0.181,0.06379,0.05354
0.06788,0.12639,0.0694,0.05354
0.07047,0.10337,0.06,0.0525
0.09022,0.09556,0.07,0.07499
0.10341,0.08085,0.07597,0.09591
0.1584,0.07,0.10217,0.12471
0.181,0.06379,0.12302,0.11202
0.12639,0.0694,0.1055,0.1
0.10337,0.06,0.09302,0.09578
0.09556,0.07,0.0554,0.08835
0.08085,0.07597,0.05354,0.07556
0.07,0.10217,0.05024,0.07925
0.06379,0.12302,0.05354,0.071
0.0694,0.1055,0.05354,0.06432
0.06,0.09302,0.0525,0.06429
0.07,0.0554,0.07499,0.065
0.07597,0.05354,0.09591,0.08498
0.10217,0.05024,0.12471,0.1021
0.12302,0.05354,0.11202,0.13471
0.1055,0.05354,0.1,0.11006
0.09302,0.0525,0.09578,0.085
0.0554,0.07499,0.08835,0.065
0.05354,0.09591,0.07556,0.06408
0.05024,0.12471,0.07925,0.05658
0.05354,0.11202,0.071,0.05608
0.05354,0.1,0.06432,0.05999
0.0525,0.09578,0.06429,0.06383
0.07499,0.08835,0.065,0.07199
0.09591,0.07556,0.08498,0.10341
0.12471,0.07925,0.1021,0.1558
0.11202,0.071,0.13471,0.14597
0.1,0.06432,0.11006,0.12189
0.09578,0.06429,0.085,0.09987
0.08835,0.065,0.065,0.09316
0.07556,0.08498,0.06408,0.0749
0.07925,0.1021,0.05658,0.06515
0.071,0.13471,0.05608,0.06208
0.06432,0.11006,0.05999,0.06208
0.06429,0.085,0.06383,0.06229
0.065,0.065,0.07199,0.0663
0.08498,0.06408,0.10341,0.07176
0.1021,0.05658,0.1558,0.09001
0.13471,0.05608,0.14597,0.12001
0.11006,0.05999,0.12189,0.09815
0.085,0.06383,0.09987,0.06917
0.065,0.07199,0.09316,0.06
0.06408,0.10341,0.0749,0.05024
0.05658,0.1558,0.06515,0.04354
0.05608,0.14597,0.06208,0.03001
0.05999,0.12189,0.06208,0.02455
0.06383,0.09987,0.06229,0.04744
0.07199,0.09316,0.0663,0.0604
0.10341,0.0749,0.07176,0.07936
0.1558,0.06515,0.09001,0.11016
0.14597,0.06208,0.12001,0.10135
0.12189,0.06208,0.09815,0.09298
0.09987,0.06229,0.06917,0.07572
0.09316,0.0663,0.06,0.067
0.0749,0.07176,0.05024,0.057
0.06515,0.09001,0.04354,0.05583
0.06208,0.12001,0.03001,0.0435
0.06208,0.09815,0.02455,0.044
0.06229,0.06917,0.04744,0.049
0.0663,0.06,0.0604,0.041
0.07176,0.05024,0.07936,0.0565
0.09001,0.04354,0.11016,0.0701
0.12001,0.03001,0.10135,0.0903
0.09815,0.02455,0.09298,0.07964
0.06917,0.04744,0.07572,0.07
0.06,0.0604,0.067,0.06
0.05024,0.07936,0.057,0.05583
0.04354,0.11016,0.05583,0.054
0.03001,0.10135,0.0435,0.05
0.02455,0.09298,0.044,0.042
0.04744,0.07572,0.049,0.04
0.0604,0.067,0.041,0.0539
0.07936,0.057,0.0565,0.07057
0.11016,0.05583,0.0701,0.10217
0.10135,0.0435,0.0903,0.10306
0.09298,0.044,0.07964,0.0905
0.07572,0.049,0.07,0.07903
0.067,0.041,0.06,0.074
0.057,0.0565,0.05583,0.06782
0.05583,0.0701,0.054,0.05629
0.0435,0.0903,0.05,0.05
0.044,0.07964,0.042,0.04276
0.049,0.07,0.04,0.0429
0.041,0.06,0.0539,0.04194
0.0565,0.05583,0.07057,0.0501
0.0701,0.054,0.10217,0.0565
0.0903,0.05,0.10306,0.05782
0.07964,0.042,0.0905,0.06556
0.07,0.04,0.07903,0.05608
0.06,0.0539,0.074,0.04843
0.05583,0.07057,0.06782,0.04415
0.054,0.10217,0.05629,0.0251
0.05,0.10306,0.05,0.01641
0.042,0.0905,0.04276,0.00501
0.04,0.07903,0.0429,0.00501
0.0539,0.074,0.04194,0.04
0.07057,0.06782,0.0501,0.0574
0.10217,0.05629,0.0565,0.09098
0.10306,0.05,0.05782,0.0833
0.0905,0.04276,0.06556,0.06625
0.07903,0.0429,0.05608,0.06822
0.074,0.04194,0.04843,0.075
0.06782,0.0501,0.04415,0.08771
0.05629,0.0565,0.0251,0.08331
0.05,0.05782,0.01641,0.08223
0.04276,0.06556,0.00501,0.08068
0.0429,0.05608,0.00501,0.0813
0.04194,0.04843,0.04,0.08068
0.0501,0.04415,0.0574,0.07
0.0565,0.0251,0.09098,0.08
0.05782,0.01641,0.0833,0.08624
0.06556,0.00501,0.06625,0.0813
0.05608,0.00501,0.06822,0.06436
0.04843,0.04,0.075,0.05472
0.04415,0.0574,0.08771,0.0425
0.0251,0.09098,0.08331,0.03999
0.01641,0.0833,0.08223,0.04
0.00501,0.06625,0.08068,0.05519
0.00501,0.06822,0.0813,0.04499
0.04,0.075,0.08068,0.06397
0.0574,0.08771,0.07,0.08125
0.09098,0.08331,0.08,0.09627
0.0833,0.08223,0.08624,0.1287
0.06625,0.08068,0.0813,0.11551
0.06822,0.0813,0.06436,0.10736
0.075,0.08068,0.05472,0.09058
0.08771,0.07,0.0425,0.10299
0.08331,0.08,0.03999,0.06061
0.08223,0.08624,0.04,0.05031
0.08068,0.0813,0.05519,0.049
0.0813,0.06436,0.04499,0.0431
0.08068,0.05472,0.06397,0.04392
0.07,0.0425,0.08125,0.0492
0.08,0.03999,0.09627,0.06578
0.08624,0.04,0.1287,0.08674
0.0813,0.05519,0.11551,0.0926
0.06436,0.04499,0.10736,0.06839
0.05472,0.06397,0.09058,0.06061
0.0425,0.08125,0.10299,0.05199
0.03999,0.09627,0.06061,0.05024
0.04,0.1287,0.05031,0.05197
0.05519,0.11551,0.049,0.05197
0.04499,0.10736,0.0431,0.05251
0.06397,0.09058,0.04392,0.08489
0.08125,0.10299,0.0492,0.11557
0.09627,0.06061,0.06578,0.14948
0.1287,0.05031,0.08674,0.13366
0.11551,0.049,0.0926,0.11573
0.10736,0.0431,0.06839,0.11049
0.09058,0.04392,0.06061,0.09861
0.10299,0.0492,0.05199,0.08125
0.06061,0.06578,0.05024,0.07
0.05031,0.08674,0.05197,0.06514
0.049,0.0926,0.05197,0.05621
0.0431,0.06839,0.05251,0.04928
0.04392,0.06061,0.08489,0.04904
0.0492,0.05199,0.11557,0.0584
0.06578,0.05024,0.14948,0.07084
0.08674,0.05197,0.13366,0.08309
0.0926,0.05197,0.11573,0.09136
0.06839,0.05251,0.11049,0.0724
0.06061,0.08489,0.09861,0.07361
0.05199,0.11557,0.08125,0.0711
0.05024,0.14948,0.07,0.0711
0.05197,0.13366,0.06514,0.071
0.05197,0.11573,0.05621,0.07084
0.05251,0.11049,0.04928,0.0711
0.08489,0.09861,0.04904,0.07361
0.11557,0.08125,0.0584,0.0747
0.14948,0.07,0.07084,0.085
0.13366,0.06514,0.08309,0.09334
0.11573,0.05621,0.09136,0.09861
0.11049,0.04928,0.0724,0.09
0.09861,0.04904,0.07361,0.08322
0.08125,0.0584,0.0711,0.0687
0.07,0.07084,0.0711,0.066
0.06514,0.08309,0.071,0.055
0.05621,0.09136,0.07084,0.05299
0.04928,0.0724,0.0711,0.0446
0.04904,0.07361,0.07361,0.04795
0.0584,0.0711,0.0747,0.0525
0.07084,0.0711,0.085,0.06868
0.08309,0.071,0.09334,0.07604
0.09136,0.07084,0.09861,0.09025
0.0724,0.0711,0.09,0.085
0.07361,0.07361,0.08322,0.0697
0.0711,0.0747,0.0687,0.06957
0.0711,0.085,0.066,0.07305
0.071,0.09334,0.055,0.07352
0.07084,0.09861,0.05299,0.06957
0.0711,0.09,0.0446,0.07265
0.07361,0.08322,0.04795,0.08681
0.0747,0.0687,0.0525,0.1023
0.085,0.066,0.06868,0.145
0.09334,0.055,0.07604,0.14336
0.09861,0.05299,0.09025,0.14336
0.09,0.0446,0.085,0.13233
0.08322,0.04795,0.0697,0.0998
0.0687,0.0525,0.06957,0.09171
0.066,0.06868,0.07305,0.08
0.055,0.07604,0.07352,0.07679
0.05299,0.09025,0.06957,0.075
0.0446,0.085,0.07265,0.07259
0.04795,0.0697,0.08681,0.07099
0.0525,0.06957,0.1023,0.077
0.06868,0.07305,0.145,0.08839
0.07604,0.07352,0.14336,0.10736
0.09025,0.06957,0.14336,0.12158
0.085,0.07265,0.13233,0.1028
0.0697,0.08681,0.0998,0.0932
0.06957,0.1023,0.09171,0.08504
0.07305,0.145,0.08,0.08891
0.07352,0.14336,0.07679,0.08531
0.06957,0.14336,0.075,0.08551
0.07265,0.13233,0.07259,0.0955
0.08681,0.0998,0.07099,0.113
0.1023,0.09171,0.077,0.13
0.145,0.08,0.08839,0.13414
0.14336,0.07679,0.10736,0.13501
0.14336,0.075,0.12158,0.14872
0.13233,0.07259,0.1028,0.13434
0.0998,0.07099,0.0932,0.1152
0.09171,0.077,0.08504,0.102
0.08,0.08839,0.08891,0.08648
0.07679,0.10736,0.08531,0.08171
0.075,0.12158,0.08551,0.075
0.07259,0.1028,0.0955,0.0707
0.07099,0.0932,0.113,0.07068
0.077,0.08504,0.13,0.07166
0.08839,0.08891,0.13414,0.07384
0.10736,0.08531,0.13501,0.078
0.12158,0.08551,0.14872,0.07309
0.1028,0.0955,0.13434,0.07
0.0932,0.113,0.1152,0.06671
0.08504,0.13,0.102,0.0478
0.08891,0.13414,0.08648,0.04999
0.08531,0.13501,0.08171,0.05024
0.08551,0.14872,0.075,0.06
0.0955,0.13434,0.0707,0.07043
0.113,0.1152,0.07068,0.08376
0.13,0.102,0.07166,0.10548
0.13414,0.08648,0.07384,0.12588
0.13501,0.08171,0.078,0.12001
0.14872,0.075,0.07309,0.1197
0.13434,0.0707,0.07,0.11075
0.1152,0.07068,0.06671,0.10109
0.102,0.07166,0.0478,0.09565
0.08648,0.07384,0.04999,0.09628
0.08171,0.078,0.05024,0.09156
0.075,0.07309,0.06,0.08893
0.0707,0.07,0.07043,0.086
0.07068,0.06671,0.08376,0.08685
0.07166,0.0478,0.10548,0.08562
0.07384,0.04999,0.12588,0.09314
0.078,0.05024,0.12001,0.10011
0.07309,0.06,0.1197,0.10116
0.07,0.07043,0.11075,0.08893
0.06671,0.08376,0.10109,0.07789
0.0478,0.10548,0.09565,0.07177
0.04999,0.12588,0.09628,0.07463
0.05024,0.12001,0.09156,0.06984
0.06,0.1197,0.08893,0.07234
0.07043,0.11075,0.086,0.07063
0.08376,0.10109,0.08685,0.085
0.10548,0.09565,0.08562,0.10582
0.12588,0.09628,0.09314,0.11464
0.12001,0.09156,0.10011,0.11464
0.1197,0.08893,0.10116,0.11246
0.11075,0.086,0.08893,0.11154
0.10109,0.08685,0.07789,0.10628
0.09565,0.08562,0.07177,0.10061
0.09628,0.09314,0.07463,0.10119
0.09156,0.10011,0.06984,0.09136
0.08893,0.10116,0.07234,0.08551
0.086,0.08893,0.07063,0.085
0.08685,0.07789,0.085,0.07625
0.08562,0.07177,0.10582,0.07512
0.09314,0.07463,0.11464,0.08418
0.10011,0.06984,0.11464,0.08714
0.10116,0.07234,0.11246,0.07789
0.08893,0.07063,0.11154,0.0401
0.07789,0.085,0.10628,0.03
0.07177,0.10582,0.10061,0.01999
0.07463,0.11464,0.10119,0.0074
0.06984,0.11464,0.09136,0.02477
0.07234,0.11246,0.08551,0.0251
0.07063,0.11154,0.085,0.0303
0.085,0.10628,0.07625,0.06597
0.10582,0.10061,0.07512,0.09473
0.11464,0.10119,0.08418,0.11667
0.11464,0.09136,0.08714,0.11401
0.11246,0.08551,0.07789,0.11104
0.11154,0.085,0.0401,0.10254
0.10628,0.07625,0.03,0.1002
0.10061,0.07512,0.01999,0.09524
0.10119,0.08418,0.0074,0.09204
0.09136,0.08714,0.02477,0.08996
0.08551,0.07789,0.0251,0.09007
0.085,0.0401,0.0303,0.08382
0.07625,0.03,0.06597,0.08536
0.07512,0.01999,0.09473,0.08989
0.08418,0.0074,0.11667,0.10414
0.08714,0.02477,0.11401,0.12115
0.07789,0.0251,0.11104,0.12075
0.0401,0.0303,0.10254,0.11804
0.03,0.06597,0.1002,0.09988
0.01999,0.09473,0.09524,0.09332
0.0074,0.11667,0.09204,0.09139
0.02477,0.11401,0.08996,0.0901
0.0251,0.11104,0.09007,0.0924
0.0303,0.10254,0.08382,0.10964
0.06597,0.1002,0.08536,0.12094
0.09473,0.09524,0.08989,0.13524
0.11667,0.09204,0.10414,0.16054
0.11401,0.08996,0.12115,0.15152
0.11104,0.09007,0.12075,0.123
0.10254,0.08382,0.11804,0.11828
0.1002,0.08536,0.09988,0.11828
0.09524,0.08989,0.09332,0.10964
