electricity_pricing,electricity_pricing_predicted_6h,electricity_pricing_predicted_12h,electricity_pricing_predicted_24h
0.04665,0.02033,-3e-05,0.031
0.04665,2e-05,-0.0006,0.0309
0.05,0.0,-0.0006,0.028
0.05592,-1e-05,0.0,0.0308
0.05616,-1e-05,0.00044,0.03501
0.0358,-1e-05,0.01672,0.04301
0.02033,-3e-05,0.03523,0.035
2e-05,-0.0006,0.046,0.0335
0.0,-0.0006,0.05552,0.03153
-1e-05,0.0,0.0356,0.02612
-1e-05,0.00044,0.0323,0.0306
-1e-05,0.01672,0.033,0.025
-3e-05,0.03523,0.031,0.02223
-0.0006,0.046,0.0309,0.01433
-0.0006,0.05552,0.028,0.006
0.0,0.0356,0.0308,0.01772
0.00044,0.0323,0.03501,0.02557
0.01672,0.033,0.04301,0.03166
0.03523,0.031,0.035,0.03501
0.046,0.0309,0.0335,0.054
0.05552,0.028,0.03153,0.05282
0.0356,0.0308,0.02612,0.03505
0.0323,0.03501,0.0306,0.035
0.033,0.04301,0.025,0.035
0.031,0.035,0.02223,0.03501
0.0309,0.0335,0.01433,0.03501
0.028,0.03153,0.006,0.03501
0.0308,0.02612,0.01772,0.03501
0.03501,0.0306,0.02557,0.04122
0.04301,0.025,0.03166,0.05179
0.035,0.02223,0.03501,0.04074
0.0335,0.01433,0.054,0.035
0.03153,0.006,0.05282,0.0282
0.02612,0.01772,0.03505,0.0292
0.0306,0.02557,0.035,0.0171
0.025,0.03166,0.035,0.01651
0.02223,0.03501,0.03501,0.00844
0.01433,0.054,0.03501,0.0
0.006,0.05282,0.03501,1e-05
0.01772,0.03505,0.03501,0.005
0.02557,0.035,0.04122,0.008
0.03166,0.035,0.05179,0.0296
0.03501,0.03501,0.04074,0.0411
0.054,0.03501,0.035,0.07096
0.05282,0.03501,0.0282,0.05594
0.03505,0.03501,0.0292,0.04146
0.035,0.04122,0.0171,0.05477
0.035,0.05179,0.01651,0.04094
0.03501,0.04074,0.00844,0.04058
0.03501,0.035,0.0,0.04034
0.03501,0.0282,1e-05,0.0407
0.03501,0.0292,0.005,0.04094
0.04122,0.0171,0.008,0.05936
0.05179,0.01651,0.0296,0.065
0.04074,0.00844,0.0411,0.05219
0.035,0.0,0.07096,0.0385
0.0282,1e-05,0.05594,0.029
0.0292,0.005,0.04146,0.0205
0.0171,0.008,0.05477,0.02408
0.01651,0.0296,0.04094,0.0184
0.00844,0.0411,0.04058,0.01747
0.0,0.07096,0.04034,0.01198
1e-05,0.05594,0.0407,0.011
0.005,0.04146,0.04094,0.01976
0.008,0.05477,0.05936,0.02938
0.0296,0.04094,0.065,0.03501
0.0411,0.04058,0.05219,0.04094
0.07096,0.04034,0.0385,0.06794
0.05594,0.0407,0.029,0.06987
0.04146,0.04094,0.0205,0.06395
0.05477,0.05936,0.02408,0.05094
0.04094,0.065,0.0184,0.04532
0.04058,0.05219,0.01747,0.04312
0.04034,0.0385,0.01198,0.04053
0.0407,0.029,0.011,0.03864
0.04094,0.0205,0.01976,0.04279
0.05936,0.02408,0.02938,0.04544
0.065,0.0184,0.03501,0.04544
0.05219,0.01747,0.04094,0.03864
0.0385,0.01198,0.06794,0.02742
0.029,0.011,0.06987,0.01027
0.0205,0.01976,0.06395,0.00382
0.02408,0.02938,0.05094,0.00325
0.0184,0.03501,0.04532,0.00044
0.01747,0.04094,0.04312,0.0
0.01198,0.06794,0.04053,0.0
0.011,0.06987,0.03864,0.0
0.01976,0.06395,0.04279,0.0
0.02938,0.05094,0.04544,0.001
0.03501,0.04532,0.04544,0.007
0.04094,0.04312,0.03864,0.0375
0.06794,0.04053,0.02742,0.03501
0.06987,0.03864,0.01027,0.03792
0.06395,0.04279,0.00382,0.03033
0.05094,0.04544,0.00325,0.01
0.04532,0.04544,0.00044,0.0055
0.04312,0.03864,0.0,0.00477
0.04053,0.02742,0.0,0.00325
0.03864,0.01027,0.0,0.00325
0.04279,0.00382,0.0,0.00437
0.04544,0.00325,0.001,0.00667
0.04544,0.00044,0.007,0.005
0.03864,0.0,0.0375,0.00247
0.02742,0.0,0.03501,0.0
0.01027,0.0,0.03792,0.0
0.00382,0.0,0.03033,0.0
0.00325,0.001,0.01,0.0
0.00044,0.007,0.0055,0.0
0.0,0.0375,0.00477,0.0
0.0,0.03501,0.00325,-1e-05
0.0,0.03792,0.00325,-1e-05
0.0,0.03033,0.00437,-1e-05
0.001,0.01,0.00667,0.0
0.007,0.0055,0.005,0.0
0.0375,0.00477,0.00247,0.00325
0.03501,0.00325,0.0,0.0073
0.03792,0.00325,0.0,0.0055
0.03033,0.00437,0.0,0.00325
0.01,0.00667,0.0,0.00499
0.0055,0.005,0.0,0.00325
0.00477,0.00247,0.0,0.00325
0.00325,0.0,-1e-05,0.00123
0.00325,0.0,-1e-05,9e-05
0.00437,0.0,-1e-05,0.00325
0.00667,0.0,0.0,0.00325
0.005,0.0,0.0,0.00325
0.00247,0.0,0.00325,0.0
0.0,-1e-05,0.0073,0.0
0.0,-1e-05,0.0055,-1e-05
0.0,-1e-05,0.00325,-0.00036
0.0,0.0,0.00499,-0.0005
0.0,0.0,0.00325,-0.00036
0.0,0.00325,0.00325,-0.00058
-1e-05,0.0073,0.00123,-0.0006
-1e-05,0.0055,9e-05,-0.00066
-1e-05,0.00325,0.00325,-0.00028
0.0,0.00499,0.00325,-1e-05
0.0,0.00325,0.00325,0.0
0.00325,0.00325,0.0,0.00325
0.0073,0.00123,0.0,0.0072
0.0055,9e-05,-1e-05,0.00844
0.00325,0.00325,-0.00036,0.0045
0.00499,0.00325,-0.0005,0.0072
0.00325,0.00325,-0.00036,0.005
0.00325,0.0,-0.00058,0.00435
0.00123,0.0,-0.0006,0.0036
9e-05,-1e-05,-0.00066,0.0036
0.00325,-0.00036,-0.00028,0.005
0.00325,-0.0005,-1e-05,0.00443
0.00325,-0.00036,0.0,0.00325
0.0,-0.00058,0.00325,0.0
0.0,-0.0006,0.0072,-3e-05
-1e-05,-0.00066,0.00844,-0.00105
-0.00036,-0.00028,0.0045,-0.00058
-0.0005,-1e-05,0.0072,-0.00053
-0.00036,0.0,0.005,-0.00047
-0.00058,0.00325,0.00435,-0.00058
-0.0006,0.0072,0.0036,-0.0006
-0.00066,0.00844,0.0036,-0.00066
-0.00028,0.0045,0.005,-0.00028
-1e-05,0.0072,0.00443,-1e-05
0.0,0.005,0.00325,0.00044
0.00325,0.00435,0.0,0.01135
0.0072,0.0036,-3e-05,0.02501
0.00844,0.0036,-0.00105,0.02887
0.0045,0.005,-0.00058,0.01342
0.0072,0.00443,-0.00053,0.00916
0.005,0.00325,-0.00047,0.0141
0.00435,0.0,-0.00058,0.0141
0.0036,-3e-05,-0.0006,0.0125
0.0036,-0.00105,-0.00066,0.01432
0.005,-0.00058,-0.00028,0.01015
0.00443,-0.00053,-1e-05,0.03501
0.00325,-0.00047,0.00044,0.03794
0.0,-0.00058,0.01135,0.04193
-3e-05,-0.0006,0.02501,0.035
-0.00105,-0.00066,0.02887,0.0169
-0.00058,-0.00028,0.01342,0.0222
-0.00053,-1e-05,0.00916,0.02508
-0.00047,0.00044,0.0141,0.02508
-0.00058,0.01135,0.0141,0.02508
-0.0006,0.02501,0.0125,0.0222
-0.00066,0.02887,0.01432,0.0222
-0.00028,0.01342,0.01015,0.02508
-1e-05,0.00916,0.03501,0.035
0.00044,0.0141,0.03794,0.04922
0.01135,0.0141,0.04193,0.07537
0.02501,0.0125,0.035,0.10215
0.02887,0.01432,0.0169,0.08131
0.01342,0.01015,0.0222,0.0633
0.00916,0.03501,0.02508,0.0992
0.0141,0.03794,0.02508,0.09272
0.0141,0.04193,0.02508,0.09488
0.0125,0.035,0.0222,0.08482
0.01432,0.0169,0.0222,0.09488
0.01015,0.0222,0.02508,0.0954
0.03501,0.02508,0.035,0.15
0.03794,0.02508,0.04922,0.17555
0.04193,0.02508,0.07537,0.11322
0.035,0.0222,0.10215,0.08182
0.0169,0.0222,0.08131,0.07
0.0222,0.02508,0.0633,0.0634
0.02508,0.035,0.0992,0.05607
0.02508,0.04922,0.09272,0.05488
0.02508,0.07537,0.09488,0.0422
0.0222,0.10215,0.08482,0.042
0.0222,0.08131,0.09488,0.042
0.02508,0.0633,0.0954,0.0422
0.035,0.0992,0.15,0.05948
0.04922,0.09272,0.17555,0.06718
0.07537,0.09488,0.11322,0.11624
0.10215,0.08482,0.08182,0.17115
0.08131,0.09488,0.07,0.157
0.0633,0.0954,0.0634,0.145
0.0992,0.15,0.05607,0.11701
0.09272,0.17555,0.05488,0.11242
0.09488,0.11322,0.0422,0.11
0.08482,0.08182,0.042,0.11
0.09488,0.07,0.042,0.10468
0.0954,0.0634,0.0422,0.10719
0.15,0.05607,0.05948,0.11
0.17555,0.05488,0.06718,0.12308
0.11322,0.0422,0.11624,0.12022
0.08182,0.042,0.17115,0.11091
0.07,0.042,0.157,0.08156
0.0634,0.0422,0.145,0.0678
0.05607,0.05948,0.11701,0.0635
0.05488,0.06718,0.11242,0.0627
0.0422,0.11624,0.11,0.0627
0.042,0.17115,0.11,0.04501
0.042,0.157,0.10468,0.04501
0.0422,0.145,0.10719,0.05488
0.05948,0.11701,0.11,0.079
0.06718,0.11242,0.12308,0.10841
0.11624,0.11,0.12022,0.12412
0.17115,0.11,0.11091,0.17001
0.157,0.10468,0.08156,0.12407
0.145,0.10719,0.0678,0.1132
0.11701,0.11,0.0635,0.10372
0.11242,0.12308,0.0627,0.10763
0.11,0.12022,0.0627,0.1103
0.11,0.11091,0.04501,0.10953
0.10468,0.08156,0.04501,0.11
0.10719,0.0678,0.05488,0.1103
0.11,0.0635,0.079,0.11288
0.12308,0.0627,0.10841,0.11447
0.12022,0.0627,0.12412,0.10144
0.11091,0.04501,0.17001,0.08416
0.08156,0.04501,0.12407,0.08115
0.0678,0.05488,0.1132,0.069
0.0635,0.079,0.10372,0.062
0.0627,0.10841,0.10763,0.0563
0.0627,0.12412,0.1103,0.0562
0.04501,0.17001,0.10953,0.0559
0.04501,0.12407,0.11,0.062
0.05488,0.1132,0.1103,0.08
0.079,0.10372,0.11288,0.09
0.10841,0.10763,0.11447,0.1003
0.12412,0.1103,0.10144,0.11523
0.17001,0.10953,0.08416,0.12237
0.12407,0.11,0.08115,0.11687
0.1132,0.1103,0.069,0.11041
0.10372,0.11288,0.062,0.09898
0.10763,0.11447,0.0563,0.098
0.1103,0.10144,0.0562,0.095
0.10953,0.08416,0.0559,0.09779
0.11,0.08115,0.062,0.09779
0.1103,0.069,0.08,0.098
0.11288,0.062,0.09,0.098
0.11447,0.0563,0.1003,0.09982
0.10144,0.0562,0.11523,0.10349
0.08416,0.0559,0.12237,0.09765
0.08115,0.062,0.11687,0.0782
0.069,0.08,0.11041,0.0524
0.062,0.09,0.09898,0.05069
0.0563,0.1003,0.098,0.0451
0.0562,0.11523,0.095,0.04245
0.0559,0.12237,0.09779,0.0539
0.062,0.11687,0.09779,0.0558
0.08,0.11041,0.098,0.0558
0.09,0.09898,0.098,0.0562
0.1003,0.098,0.09982,0.08284
0.11523,0.095,0.10349,0.0942
0.12237,0.09779,0.09765,0.1
0.11687,0.09779,0.0782,0.09994
0.11041,0.098,0.0524,0.0994
0.09898,0.098,0.05069,0.09509
0.098,0.09982,0.0451,0.09
0.095,0.10349,0.04245,0.08586
0.09779,0.09765,0.0539,0.08564
0.09779,0.0782,0.0558,0.08564
0.098,0.0524,0.0558,0.08588
0.098,0.05069,0.0562,0.09935
0.09982,0.0451,0.08284,0.10144
0.10349,0.04245,0.0942,0.1003
0.09765,0.0539,0.1,0.09401
0.0782,0.0558,0.09994,0.0702
0.0524,0.0558,0.0994,0.05144
0.05069,0.0562,0.09509,0.0421
0.0451,0.08284,0.09,0.0416
0.04245,0.0942,0.08586,0.03513
0.0539,0.1,0.08564,0.035
0.0558,0.09994,0.08564,0.03049
0.0558,0.0994,0.08588,0.0253
0.0562,0.09509,0.09935,0.03501
0.08284,0.09,0.10144,0.0477
0.0942,0.08586,0.1003,0.08503
0.1,0.08564,0.09401,0.10112
0.09994,0.08564,0.0702,0.10076
0.0994,0.08588,0.05144,0.09
0.09509,0.09935,0.0421,0.046
0.09,0.10144,0.0416,0.042
0.08586,0.1003,0.03513,0.042
0.08564,0.09401,0.035,0.0418
0.08564,0.0702,0.03049,0.0418
0.08588,0.05144,0.0253,0.0418
0.09935,0.0421,0.03501,0.0418
0.10144,0.0416,0.0477,0.005
0.1003,0.03513,0.08503,0.00325
0.09401,0.035,0.10112,0.0
0.0702,0.03049,0.10076,0.0
0.05144,0.0253,0.09,0.0
0.0421,0.03501,0.046,0.0
0.0416,0.0477,0.042,0.0
0.03513,0.08503,0.042,0.0
0.035,0.10112,0.0418,-1e-05
0.03049,0.10076,0.0418,-1e-05
0.0253,0.09,0.0418,0.0
0.03501,0.046,0.0418,0.00325
0.0477,0.042,0.005,0.035
0.08503,0.042,0.00325,0.0418
0.10112,0.0418,0.0,0.05876
0.10076,0.0418,0.0,0.06964
0.09,0.0418,0.0,0.0569
0.046,0.0418,0.0,0.06941
0.042,0.005,0.0,0.05876
0.042,0.00325,0.0,0.04
0.0418,0.0,-1e-05,0.03501
0.0418,0.0,-1e-05,0.035
0.0418,0.0,0.0,0.03501
0.0418,0.0,0.00325,0.0385
0.005,0.0,0.035,0.05505
0.00325,0.0,0.0418,0.0355
0.0,-1e-05,0.05876,0.0383
0.0,-1e-05,0.06964,0.03513
0.0,0.0,0.0569,0.0351
0.0,0.00325,0.06941,0.03501
0.0,0.035,0.05876,0.03501
0.0,0.0418,0.04,0.035
-1e-05,0.05876,0.03501,0.0348
-1e-05,0.06964,0.035,0.0348
0.0,0.0569,0.03501,0.035
0.00325,0.06941,0.0385,0.035
0.035,0.05876,0.05505,0.04056
0.0418,0.04,0.0355,0.07136
0.05876,0.03501,0.0383,0.08675
0.06964,0.035,0.03513,0.07148
0.0569,0.03501,0.0351,0.07006
0.06941,0.0385,0.03501,0.0983
0.05876,0.05505,0.03501,0.09509
0.04,0.0355,0.035,0.08483
0.03501,0.0383,0.0348,0.0782
0.035,0.03513,0.0348,0.0782
0.03501,0.0351,0.035,0.08541
0.0385,0.03501,0.035,0.07148
0.05505,0.03501,0.04056,0.09034
0.0355,0.035,0.07136,0.09813
0.0383,0.0348,0.08675,0.07
0.03513,0.0348,0.07148,0.0448
0.0351,0.035,0.07006,0.0423
0.03501,0.035,0.0983,0.0412
0.03501,0.04056,0.09509,0.04
0.035,0.07136,0.08483,0.03502
0.0348,0.08675,0.0782,0.03501
0.0348,0.07148,0.0782,0.03501
0.035,0.07006,0.08541,0.03513
0.035,0.0983,0.07148,0.043
0.04056,0.09509,0.09034,0.06605
0.07136,0.08483,0.09813,0.07112
0.08675,0.0782,0.07,0.08541
0.07148,0.0782,0.0448,0.07729
0.07006,0.08541,0.0423,0.07013
0.0983,0.07148,0.0412,0.08313
0.09509,0.09034,0.04,0.0614
0.08483,0.09813,0.03502,0.06158
0.0782,0.07,0.03501,0.0601
0.0782,0.0448,0.03501,0.0552
0.08541,0.0423,0.03513,0.0552
0.07148,0.0412,0.043,0.06
0.09034,0.04,0.06605,0.09034
0.09813,0.03502,0.07112,0.075
0.07,0.03501,0.08541,0.0518
0.0448,0.03501,0.07729,0.0516
0.0423,0.03513,0.07013,0.03501
0.0412,0.043,0.08313,0.03501
0.04,0.06605,0.0614,0.03501
0.03502,0.07112,0.06158,0.033
0.03501,0.08541,0.0601,0.0306
0.03501,0.07729,0.0552,0.0306
0.03513,0.07013,0.0552,0.027
0.043,0.08313,0.06,0.04
0.06605,0.0614,0.09034,0.0551
0.07112,0.06158,0.075,0.075
0.08541,0.0601,0.0518,0.10134
0.07729,0.0552,0.0516,0.10098
0.07013,0.0552,0.03501,0.08517
0.08313,0.06,0.03501,0.09786
0.0614,0.09034,0.03501,0.0931
0.06158,0.075,0.033,0.09034
0.0601,0.0518,0.0306,0.09526
0.0552,0.0516,0.0306,0.10176
0.0552,0.03501,0.027,0.10536
0.06,0.03501,0.04,0.12
0.09034,0.03501,0.0551,0.13
0.075,0.033,0.075,0.09
0.0518,0.0306,0.10134,0.07294
0.0516,0.0306,0.10098,0.03752
0.03501,0.027,0.08517,0.035
0.03501,0.04,0.09786,0.0339
0.03501,0.0551,0.0931,0.0339
0.033,0.075,0.09034,0.0337
0.0306,0.10134,0.09526,0.0337
0.0306,0.10098,0.10176,0.00534
0.027,0.08517,0.10536,0.0337
0.04,0.09786,0.12,0.01474
0.0551,0.0931,0.13,0.03545
0.075,0.09034,0.09,0.0821
0.10134,0.09526,0.07294,0.11181
0.10098,0.10176,0.03752,0.10981
0.08517,0.10536,0.035,0.09526
0.09786,0.12,0.0339,0.07886
0.0931,0.13,0.0339,0.07644
0.09034,0.09,0.0337,0.07572
0.09526,0.07294,0.0337,0.0753
0.10176,0.03752,0.00534,0.07572
0.10536,0.035,0.0337,0.07802
0.12,0.0339,0.01474,0.0791
0.13,0.0339,0.03545,0.09
0.09,0.0337,0.0821,0.07934
0.07294,0.0337,0.11181,0.04591
0.03752,0.00534,0.10981,0.03501
0.035,0.0337,0.09526,0.01221
0.0339,0.01474,0.07886,0.00325
0.0339,0.03545,0.07644,0.00044
0.0337,0.0821,0.07572,2e-05
0.0337,0.11181,0.0753,0.0
0.00534,0.10981,0.07572,0.0
0.0337,0.09526,0.07802,0.0
0.01474,0.07886,0.0791,0.00096
0.03545,0.07644,0.09,0.007
0.0821,0.07572,0.07934,0.03502
0.11181,0.0753,0.04591,0.07572
0.10981,0.07572,0.03501,0.07644
0.09526,0.07802,0.01221,0.04936
0.07886,0.0791,0.00325,0.0381
0.07644,0.09,0.00044,0.03502
0.07572,0.07934,2e-05,0.03502
0.0753,0.04591,0.0,0.03502
0.07572,0.03501,0.0,0.03502
0.07802,0.01221,0.0,0.03502
0.0791,0.00325,0.00096,0.03502
0.09,0.00044,0.007,0.03501
0.07934,2e-05,0.03502,0.0178
0.04591,0.0,0.07572,0.0
0.03501,0.0,0.07644,-1e-05
0.01221,0.0,0.04936,-0.0006
0.00325,0.00096,0.0381,-0.00025
0.00044,0.007,0.03502,-0.0005
2e-05,0.03502,0.03502,-0.0006
0.0,0.07572,0.03502,-0.00072
0.0,0.07644,0.03502,-0.00079
0.0,0.04936,0.03502,-0.00062
0.00096,0.0381,0.03502,0.0
0.007,0.03502,0.03501,0.00959
0.03502,0.03502,0.0178,0.03501
0.07572,0.03502,0.0,0.04164
0.07644,0.03502,-1e-05,0.0477
0.04936,0.03502,-0.0006,0.04176
0.0381,0.03502,-0.00025,0.03501
0.03502,0.03501,-0.0005,0.035
0.03502,0.0178,-0.0006,0.035
0.03502,0.0,-0.00072,0.035
0.03502,-1e-05,-0.00079,0.035
0.03502,-0.0006,-0.00062,0.035
0.03502,-0.00025,0.0,0.03501
0.03501,-0.0005,0.00959,0.0185
0.0178,-0.0006,0.03501,0.0
0.0,-0.00072,0.04164,-0.00062
-1e-05,-0.00079,0.0477,-0.00101
-0.0006,-0.00062,0.04176,0.00317
-0.00025,0.0,0.03501,0.00243
-0.0005,0.00959,0.035,0.0
-0.0006,0.03501,0.035,-0.001
-0.00072,0.04164,0.035,-0.002
-0.00079,0.0477,0.035,-0.002
-0.00062,0.04176,0.035,-0.00085
0.0,0.03501,0.03501,-1e-05
0.00959,0.035,0.0185,0.00325
0.03501,0.035,0.0,0.0168
0.04164,0.035,-0.00062,0.03502
0.0477,0.035,-0.00101,0.04126
0.04176,0.035,0.00317,0.04162
0.03501,0.03501,0.00243,0.04149
0.035,0.0185,0.0,0.03501
0.035,0.0,-0.001,0.035
0.035,-0.00062,-0.002,0.035
0.035,-0.00101,-0.002,0.032
0.035,0.00317,-0.00085,0.035
0.03501,0.00243,-1e-05,0.03501
0.0185,0.0,0.00325,0.0465
0.0,-0.001,0.0168,0.0465
-0.00062,-0.002,0.03502,0.03501
-0.00101,-0.002,0.04126,0.02228
0.00317,-0.00085,0.04162,0.0213
0.00243,-1e-05,0.04149,0.0213
0.0,0.00325,0.03501,0.0209
-0.001,0.0168,0.035,0.01
-0.002,0.03502,0.035,0.0
-0.002,0.04126,0.032,0.0
-0.00085,0.04162,0.035,0.00044
-1e-05,0.04149,0.03501,0.00325
0.00325,0.03501,0.0465,0.02172
0.0168,0.035,0.0465,0.04638
0.03502,0.035,0.03501,0.07275
0.04126,0.032,0.02228,0.09127
0.04162,0.035,0.0213,0.06278
0.04149,0.03501,0.0213,0.05176
0.03501,0.0465,0.0209,0.037
0.035,0.0465,0.01,0.05101
0.035,0.03501,0.0,0.05259
0.032,0.02228,0.0,0.05399
0.035,0.0213,0.00044,0.06675
0.03501,0.0213,0.00325,0.09613
0.0465,0.0209,0.02172,0.101
0.0465,0.01,0.04638,0.09613
0.03501,0.0,0.07275,0.05339
0.02228,0.0,0.09127,0.039
0.0213,0.00044,0.06278,0.035
0.0213,0.00325,0.05176,0.02837
0.0209,0.02172,0.037,0.02097
0.01,0.04638,0.05101,0.01346
0.0,0.07275,0.05259,0.01346
0.0,0.09127,0.05399,0.01346
0.00044,0.06278,0.06675,0.02027
0.00325,0.05176,0.09613,0.035
0.02172,0.037,0.101,0.04528
0.04638,0.05101,0.09613,0.08023
0.07275,0.05259,0.05339,0.12412
0.09127,0.05399,0.039,0.1309
0.06278,0.06675,0.035,0.11041
0.05176,0.09613,0.02837,0.10516
0.037,0.101,0.02097,0.09996
0.05101,0.09613,0.01346,0.09476
0.05259,0.05339,0.01346,0.09056
0.05399,0.039,0.01346,0.09056
0.06675,0.035,0.02027,0.09476
0.09613,0.02837,0.035,0.1
0.101,0.02097,0.04528,0.11432
0.09613,0.01346,0.08023,0.1
0.05339,0.01346,0.12412,0.08469
0.039,0.01346,0.1309,0.07471
0.035,0.02027,0.11041,0.04641
0.02837,0.035,0.10516,0.04354
0.02097,0.04528,0.09996,0.037
0.01346,0.08023,0.09476,0.0364
0.01346,0.12412,0.09056,0.0364
0.01346,0.1309,0.09056,0.03628
0.02027,0.11041,0.09476,0.03628
0.035,0.10516,0.1,0.03847
0.04528,0.09996,0.11432,0.07983
0.08023,0.09476,0.1,0.08741
0.12412,0.09056,0.08469,0.10981
0.1309,0.09056,0.07471,0.109
0.11041,0.09476,0.04641,0.08959
0.10516,0.1,0.04354,0.10926
0.09996,0.11432,0.037,0.105
0.09476,0.1,0.0364,0.103
0.09056,0.08469,0.0364,0.1021
0.09056,0.07471,0.03628,0.0969
0.09476,0.04641,0.03628,0.0943
0.1,0.04354,0.03847,0.099
0.11432,0.037,0.07983,0.11172
0.1,0.0364,0.08741,0.103
0.08469,0.0364,0.10981,0.095
0.07471,0.03628,0.109,0.07187
0.04641,0.03628,0.08959,0.06304
0.04354,0.03847,0.10926,0.06253
0.037,0.07983,0.105,0.05835
0.0364,0.08741,0.103,0.06142
0.0364,0.10981,0.1021,0.06253
0.03628,0.109,0.0969,0.06142
0.03628,0.08959,0.0943,0.06215
0.03847,0.10926,0.099,0.07746
0.07983,0.105,0.11172,0.107
0.08741,0.103,0.103,0.11528
0.10981,0.1021,0.095,0.12278
0.109,0.0969,0.07187,0.12
0.08959,0.0943,0.06304,0.11248
0.10926,0.099,0.06253,0.10272
0.105,0.11172,0.05835,0.10034
0.103,0.103,0.06142,0.1023
0.1021,0.095,0.06253,0.1023
0.0969,0.07187,0.06142,0.1023
0.0943,0.06304,0.06215,0.10272
0.099,0.06253,0.07746,0.1
0.11172,0.05835,0.107,0.11347
0.103,0.06142,0.11528,0.11432
0.095,0.06253,0.12278,0.105
0.07187,0.06142,0.12,0.08
0.06304,0.06215,0.11248,0.06
0.06253,0.07746,0.10272,0.06134
0.05835,0.107,0.10034,0.0574
0.06142,0.11528,0.1023,0.05567
0.06253,0.12278,0.1023,0.05567
0.06142,0.12,0.1023,0.04755
0.06215,0.11248,0.10272,0.0498
0.07746,0.10272,0.1,0.05675
0.107,0.10034,0.11347,0.07746
0.11528,0.1023,0.11432,0.10001
0.12278,0.1023,0.105,0.11486
0.12,0.1023,0.08,0.115
0.11248,0.10272,0.06,0.10574
0.10272,0.1,0.06134,0.084
0.10034,0.11347,0.0574,0.07658
0.1023,0.11432,0.05567,0.07564
0.1023,0.105,0.05567,0.0761
0.1023,0.08,0.04755,0.07574
0.10272,0.06,0.0498,0.07562
0.1,0.06134,0.05675,0.07564
0.11347,0.0574,0.07746,0.06345
0.11432,0.05567,0.10001,0.03695
0.105,0.05567,0.11486,0.03465
0.08,0.04755,0.115,0.01813
0.06,0.0498,0.10574,0.01813
0.06134,0.05675,0.084,0.01812
0.0574,0.07746,0.07658,0.0126
0.05567,0.10001,0.07564,0.0126
0.05567,0.11486,0.0761,0.0045
0.04755,0.115,0.07574,0.00295
0.0498,0.10574,0.07562,0.0
0.05675,0.084,0.07564,0.00295
0.07746,0.07658,0.06345,0.035
0.10001,0.07564,0.03695,0.05
0.11486,0.0761,0.03465,0.07679
0.115,0.07574,0.01813,0.0991
0.10574,0.07562,0.01813,0.07746
0.084,0.07564,0.01812,0.077
0.07658,0.06345,0.0126,0.05699
0.07564,0.03695,0.0126,0.04619
0.0761,0.03465,0.0045,0.03501
0.07574,0.01813,0.00295,0.035
0.07562,0.01813,0.0,0.035
0.07564,0.01812,0.00295,0.035
0.06345,0.0126,0.035,0.03065
0.03695,0.0126,0.05,0.00976
0.03465,0.0045,0.07679,0.0
0.01813,0.00295,0.0991,-1e-05
0.01813,0.0,0.07746,-0.00011
0.01812,0.00295,0.077,0.0
0.0126,0.035,0.05699,0.0
0.0126,0.05,0.04619,0.0
0.0045,0.07679,0.03501,-0.00033
0.00295,0.0991,0.035,-0.00085
0.0,0.07746,0.035,-0.00066
0.00295,0.077,0.035,0.0
0.035,0.05699,0.03065,0.001
0.05,0.04619,0.00976,0.03501
0.07679,0.03501,0.0,0.077
0.0991,0.035,-1e-05,0.09562
0.07746,0.035,-0.00011,0.08015
0.077,0.035,0.0,0.0518
0.05699,0.03065,0.0,0.0436
0.04619,0.00976,0.0,0.04
0.03501,0.0,-0.00033,0.0354
0.035,-1e-05,-0.00085,0.03502
0.035,-0.00011,-0.00066,0.04907
0.035,0.0,0.0,0.05503
0.03065,0.0,0.001,0.07
0.00976,0.0,0.03501,0.04
0.0,-0.00033,0.077,0.03502
-1e-05,-0.00085,0.09562,0.0351
-0.00011,-0.00066,0.08015,0.0353
0.0,0.0,0.0518,0.0353
0.0,0.001,0.0436,0.0351
0.0,0.03501,0.04,0.0353
-0.00033,0.077,0.0354,0.06536
-0.00085,0.09562,0.03502,0.06536
-0.00066,0.08015,0.04907,0.0737
0.0,0.0518,0.05503,0.07
0.001,0.0436,0.07,0.0737
0.03501,0.04,0.04,0.08327
0.077,0.0354,0.03502,0.11733
0.09562,0.03502,0.0351,0.1137
0.08015,0.04907,0.0353,0.09154
0.0518,0.05503,0.0353,0.07951
0.0436,0.07,0.0351,0.09485
0.04,0.04,0.0353,0.09115
0.0354,0.03502,0.06536,0.082
0.03502,0.0351,0.06536,0.08985
0.04907,0.0353,0.0737,0.073
0.05503,0.0353,0.07,0.082
0.07,0.0351,0.0737,0.0982
0.04,0.0353,0.08327,0.07477
0.03502,0.06536,0.11733,0.0649
0.0351,0.06536,0.1137,0.03569
0.0353,0.0737,0.09154,0.03502
0.0353,0.07,0.07951,0.03501
0.0351,0.0737,0.09485,0.03501
0.0353,0.08327,0.09115,0.035
0.06536,0.11733,0.082,0.035
0.06536,0.1137,0.08985,0.035
0.0737,0.09154,0.073,0.03502
0.07,0.07951,0.082,0.04899
0.0737,0.09485,0.0982,0.077
0.08327,0.09115,0.07477,0.105
0.11733,0.082,0.0649,0.11741
0.1137,0.08985,0.03569,0.11681
0.09154,0.073,0.03502,0.10545
0.07951,0.082,0.03501,0.10743
0.09485,0.0982,0.03501,0.09996
